"시도별","사육규모별","년도","분기","항목","데이터"
"인천광역시","1,000~5,000",2020,1,"농장수",1
"인천광역시","1,000~5,000",2020,1,"마리수",2720
"인천광역시","1,000~5,000",2020,2,"농장수",1
"인천광역시","1,000~5,000",2020,2,"마리수",2900
"인천광역시","1,000~5,000",2020,3,"농장수",1
"인천광역시","1,000~5,000",2020,3,"마리수",3000
"인천광역시","1,000~5,000",2020,4,"농장수",1
"인천광역시","1,000~5,000",2020,4,"마리수",3000
"인천광역시","1,000~5,000",2021,1,"농장수",1
"인천광역시","1,000~5,000",2021,1,"마리수",2800
"인천광역시","1,000~5,000",2021,2,"농장수",1
"인천광역시","1,000~5,000",2021,2,"마리수",2700
"인천광역시","1,000~5,000",2021,3,"농장수",1
"인천광역시","1,000~5,000",2021,3,"마리수",2410
"인천광역시","5,000~10,000",2017,1,"농장수",0
"인천광역시","5,000~10,000",2017,1,"마리수",0
"인천광역시","5,000~10,000",2017,2,"농장수",0
"인천광역시","5,000~10,000",2017,2,"마리수",0
"인천광역시","5,000~10,000",2017,3,"농장수",0
"인천광역시","5,000~10,000",2017,3,"마리수",0
"인천광역시","5,000~10,000",2017,4,"농장수",0
"인천광역시","5,000~10,000",2017,4,"마리수",0
"인천광역시","5,000~10,000",2018,1,"농장수",0
"인천광역시","5,000~10,000",2018,1,"마리수",0
"인천광역시","5,000~10,000",2018,2,"농장수",0
"인천광역시","5,000~10,000",2018,2,"마리수",0
"인천광역시","5,000~10,000",2018,3,"농장수",0
"인천광역시","5,000~10,000",2018,3,"마리수",0
"인천광역시","5,000~10,000",2018,4,"농장수",0
"인천광역시","5,000~10,000",2018,4,"마리수",0
"인천광역시","5,000~10,000",2019,1,"농장수",0
"인천광역시","5,000~10,000",2019,1,"마리수",0
"인천광역시","5,000~10,000",2019,2,"농장수",0
"인천광역시","5,000~10,000",2019,2,"마리수",0
"인천광역시","5,000~10,000",2019,3,"농장수",0
"인천광역시","5,000~10,000",2019,3,"마리수",0
"인천광역시","5,000~10,000",2019,4,"농장수",0
"인천광역시","5,000~10,000",2019,4,"마리수",0
"인천광역시","5,000~10,000",2020,1,"농장수",0
"인천광역시","5,000~10,000",2020,1,"마리수",0
"인천광역시","5,000~10,000",2020,2,"농장수",0
"인천광역시","5,000~10,000",2020,2,"마리수",0
"인천광역시","5,000~10,000",2020,3,"농장수",0
"인천광역시","5,000~10,000",2020,3,"마리수",0
"인천광역시","5,000~10,000",2020,4,"농장수",0
"인천광역시","5,000~10,000",2020,4,"마리수",0
"인천광역시","5,000~10,000",2021,1,"농장수",0
"인천광역시","5,000~10,000",2021,1,"마리수",0
"인천광역시","5,000~10,000",2021,2,"농장수",0
"인천광역시","5,000~10,000",2021,2,"마리수",0
"인천광역시","5,000~10,000",2021,3,"농장수",0
"인천광역시","5,000~10,000",2021,3,"마리수",0
"인천광역시","10,000 이상",2017,1,"농장수",0
"인천광역시","10,000 이상",2017,1,"마리수",0
"인천광역시","10,000 이상",2017,2,"농장수",0
"인천광역시","10,000 이상",2017,2,"마리수",0
"인천광역시","10,000 이상",2017,3,"농장수",0
"인천광역시","10,000 이상",2017,3,"마리수",0
"인천광역시","10,000 이상",2017,4,"농장수",0
"인천광역시","10,000 이상",2017,4,"마리수",0
"인천광역시","10,000 이상",2018,1,"농장수",0
"인천광역시","10,000 이상",2018,1,"마리수",0
"인천광역시","10,000 이상",2018,2,"농장수",0
"인천광역시","10,000 이상",2018,2,"마리수",0
"인천광역시","10,000 이상",2018,3,"농장수",0
"인천광역시","10,000 이상",2018,3,"마리수",0
"인천광역시","10,000 이상",2018,4,"농장수",0
"인천광역시","10,000 이상",2018,4,"마리수",0
"인천광역시","10,000 이상",2019,1,"농장수",0
"인천광역시","10,000 이상",2019,1,"마리수",0
"인천광역시","10,000 이상",2019,2,"농장수",0
"인천광역시","10,000 이상",2019,2,"마리수",0
"인천광역시","10,000 이상",2019,3,"농장수",0
"인천광역시","10,000 이상",2019,3,"마리수",0
"인천광역시","10,000 이상",2019,4,"농장수",0
"인천광역시","10,000 이상",2019,4,"마리수",0
"인천광역시","10,000 이상",2020,1,"농장수",0
"인천광역시","10,000 이상",2020,1,"마리수",0
"인천광역시","10,000 이상",2020,2,"농장수",0
"인천광역시","10,000 이상",2020,2,"마리수",0
"인천광역시","10,000 이상",2020,3,"농장수",0
"인천광역시","10,000 이상",2020,3,"마리수",0
"인천광역시","10,000 이상",2020,4,"농장수",0
"인천광역시","10,000 이상",2020,4,"마리수",0
"인천광역시","10,000 이상",2021,1,"농장수",0
"인천광역시","10,000 이상",2021,1,"마리수",0
"인천광역시","10,000 이상",2021,2,"농장수",0
"인천광역시","10,000 이상",2021,2,"마리수",0
"인천광역시","10,000 이상",2021,3,"농장수",0
"인천광역시","10,000 이상",2021,3,"마리수",0
"광주광역시","합계",2017,1,"농장수",15
"광주광역시","합계",2017,1,"마리수",8443
"광주광역시","합계",2017,2,"농장수",15
"광주광역시","합계",2017,2,"마리수",8185
"광주광역시","합계",2017,3,"농장수",15
"광주광역시","합계",2017,3,"마리수",9155
"광주광역시","합계",2017,4,"농장수",15
"광주광역시","합계",2017,4,"마리수",9005
"광주광역시","합계",2018,1,"농장수",14
"광주광역시","합계",2018,1,"마리수",8155
"광주광역시","합계",2018,2,"농장수",14
"광주광역시","합계",2018,2,"마리수",8064
"광주광역시","합계",2018,3,"농장수",14
"광주광역시","합계",2018,3,"마리수",8791
"광주광역시","합계",2018,4,"농장수",14
"광주광역시","합계",2018,4,"마리수",8920
"광주광역시","합계",2019,1,"농장수",14
"광주광역시","합계",2019,1,"마리수",8004
"광주광역시","합계",2019,2,"농장수",13
"광주광역시","합계",2019,2,"마리수",7612
"광주광역시","합계",2019,3,"농장수",13
"광주광역시","합계",2019,3,"마리수",7779
"광주광역시","합계",2019,4,"농장수",13
"광주광역시","합계",2019,4,"마리수",7660
"광주광역시","합계",2020,1,"농장수",14
"광주광역시","합계",2020,1,"마리수",7812
"광주광역시","합계",2020,2,"농장수",14
"광주광역시","합계",2020,2,"마리수",8703
"광주광역시","합계",2020,3,"농장수",14
"광주광역시","합계",2020,3,"마리수",8883
"광주광역시","합계",2020,4,"농장수",14
"광주광역시","합계",2020,4,"마리수",9101
"광주광역시","합계",2021,1,"농장수",14
"광주광역시","합계",2021,1,"마리수",8977
"광주광역시","합계",2021,2,"농장수",14
"광주광역시","합계",2021,2,"마리수",9112
"광주광역시","합계",2021,3,"농장수",13
"광주광역시","합계",2021,3,"마리수",9597
"광주광역시","1,000 미만",2017,1,"농장수",13
"광주광역시","1,000 미만",2017,1,"마리수",2972
"광주광역시","1,000 미만",2017,2,"농장수",12
"광주광역시","1,000 미만",2017,2,"마리수",2225
"광주광역시","1,000 미만",2017,3,"농장수",11
"광주광역시","1,000 미만",2017,3,"마리수",1414
"광주광역시","1,000 미만",2017,4,"농장수",12
"광주광역시","1,000 미만",2017,4,"마리수",2534
"광주광역시","1,000 미만",2018,1,"농장수",12
"광주광역시","1,000 미만",2018,1,"마리수",2241
"광주광역시","1,000 미만",2018,2,"농장수",12
"광주광역시","1,000 미만",2018,2,"마리수",2496
"광주광역시","1,000 미만",2018,3,"농장수",12
"광주광역시","1,000 미만",2018,3,"마리수",2584
"광주광역시","1,000 미만",2018,4,"농장수",12
"광주광역시","1,000 미만",2018,4,"마리수",2454
"광주광역시","1,000 미만",2019,1,"농장수",12
"광주광역시","1,000 미만",2019,1,"마리수",1771
"광주광역시","1,000 미만",2019,2,"농장수",11
"광주광역시","1,000 미만",2019,2,"마리수",2062
"광주광역시","1,000 미만",2019,3,"농장수",11
"광주광역시","1,000 미만",2019,3,"마리수",2064
"광주광역시","1,000 미만",2019,4,"농장수",11
"광주광역시","1,000 미만",2019,4,"마리수",1777
"광주광역시","1,000 미만",2020,1,"농장수",12
"광주광역시","1,000 미만",2020,1,"마리수",2260
"광주광역시","1,000 미만",2020,2,"농장수",12
"광주광역시","1,000 미만",2020,2,"마리수",2203
"광주광역시","1,000 미만",2020,3,"농장수",12
"광주광역시","1,000 미만",2020,3,"마리수",2065
"광주광역시","1,000 미만",2020,4,"농장수",11
"광주광역시","1,000 미만",2020,4,"마리수",1377
"광주광역시","1,000 미만",2021,1,"농장수",11
"광주광역시","1,000 미만",2021,1,"마리수",1404
"광주광역시","1,000 미만",2021,2,"농장수",12
"광주광역시","1,000 미만",2021,2,"마리수",2515
"광주광역시","1,000 미만",2021,3,"농장수",11
"광주광역시","1,000 미만",2021,3,"마리수",2368
"광주광역시","1,000~5,000",2017,1,"농장수",2
"광주광역시","1,000~5,000",2017,1,"마리수",5471
"광주광역시","1,000~5,000",2017,2,"농장수",3
"광주광역시","1,000~5,000",2017,2,"마리수",5960
"광주광역시","1,000~5,000",2017,3,"농장수",4
"광주광역시","1,000~5,000",2017,3,"마리수",7741
"광주광역시","1,000~5,000",2017,4,"농장수",3
"광주광역시","1,000~5,000",2017,4,"마리수",6471
"광주광역시","1,000~5,000",2018,1,"농장수",2
"광주광역시","1,000~5,000",2018,1,"마리수",5914
"광주광역시","1,000~5,000",2018,2,"농장수",2
"광주광역시","1,000~5,000",2018,2,"마리수",5568
"광주광역시","1,000~5,000",2018,3,"농장수",2
"광주광역시","1,000~5,000",2018,3,"마리수",6207
"광주광역시","1,000~5,000",2018,4,"농장수",2
"광주광역시","1,000~5,000",2018,4,"마리수",6466
"광주광역시","1,000~5,000",2019,1,"농장수",2
"광주광역시","1,000~5,000",2019,1,"마리수",6233
"광주광역시","1,000~5,000",2019,2,"농장수",2
"광주광역시","1,000~5,000",2019,2,"마리수",5550
"광주광역시","1,000~5,000",2019,3,"농장수",2
"광주광역시","1,000~5,000",2019,3,"마리수",5715
"광주광역시","1,000~5,000",2019,4,"농장수",2
"광주광역시","1,000~5,000",2019,4,"마리수",5883
"광주광역시","1,000~5,000",2020,1,"농장수",2
"광주광역시","1,000~5,000",2020,1,"마리수",5552
"광주광역시","1,000~5,000",2020,2,"농장수",2
"광주광역시","1,000~5,000",2020,2,"마리수",6500
"광주광역시","1,000~5,000",2020,3,"농장수",2
"광주광역시","1,000~5,000",2020,3,"마리수",6818
"광주광역시","1,000~5,000",2020,4,"농장수",3
"광주광역시","1,000~5,000",2020,4,"마리수",7724
"광주광역시","1,000~5,000",2021,1,"농장수",3
"광주광역시","1,000~5,000",2021,1,"마리수",7573
"광주광역시","1,000~5,000",2021,2,"농장수",2
"광주광역시","1,000~5,000",2021,2,"마리수",6597
"광주광역시","1,000~5,000",2021,3,"농장수",2
"광주광역시","1,000~5,000",2021,3,"마리수",7229
"광주광역시","5,000~10,000",2017,1,"농장수",0
"광주광역시","5,000~10,000",2017,1,"마리수",0
"광주광역시","5,000~10,000",2017,2,"농장수",0
"광주광역시","5,000~10,000",2017,2,"마리수",0
"광주광역시","5,000~10,000",2017,3,"농장수",0
"광주광역시","5,000~10,000",2017,3,"마리수",0
"광주광역시","5,000~10,000",2017,4,"농장수",0
"광주광역시","5,000~10,000",2017,4,"마리수",0
"광주광역시","5,000~10,000",2018,1,"농장수",0
"광주광역시","5,000~10,000",2018,1,"마리수",0
"광주광역시","5,000~10,000",2018,2,"농장수",0
"광주광역시","5,000~10,000",2018,2,"마리수",0
"광주광역시","5,000~10,000",2018,3,"농장수",0
"광주광역시","5,000~10,000",2018,3,"마리수",0
"광주광역시","5,000~10,000",2018,4,"농장수",0
"광주광역시","5,000~10,000",2018,4,"마리수",0
"광주광역시","5,000~10,000",2019,1,"농장수",0
"광주광역시","5,000~10,000",2019,1,"마리수",0
"광주광역시","5,000~10,000",2019,2,"농장수",0
"광주광역시","5,000~10,000",2019,2,"마리수",0
"광주광역시","5,000~10,000",2019,3,"농장수",0
"광주광역시","5,000~10,000",2019,3,"마리수",0
"광주광역시","5,000~10,000",2019,4,"농장수",0
"광주광역시","5,000~10,000",2019,4,"마리수",0
"광주광역시","5,000~10,000",2020,1,"농장수",0
"광주광역시","5,000~10,000",2020,1,"마리수",0
"광주광역시","5,000~10,000",2020,2,"농장수",0
"광주광역시","5,000~10,000",2020,2,"마리수",0
"광주광역시","5,000~10,000",2020,3,"농장수",0
"광주광역시","5,000~10,000",2020,3,"마리수",0
"광주광역시","5,000~10,000",2020,4,"농장수",0
"광주광역시","5,000~10,000",2020,4,"마리수",0
"광주광역시","5,000~10,000",2021,1,"농장수",0
"광주광역시","5,000~10,000",2021,1,"마리수",0
"광주광역시","5,000~10,000",2021,2,"농장수",0
"광주광역시","5,000~10,000",2021,2,"마리수",0
"광주광역시","5,000~10,000",2021,3,"농장수",0
"광주광역시","5,000~10,000",2021,3,"마리수",0
"광주광역시","10,000 이상",2017,1,"농장수",0
"광주광역시","10,000 이상",2017,1,"마리수",0
"광주광역시","10,000 이상",2017,2,"농장수",0
"광주광역시","10,000 이상",2017,2,"마리수",0
"광주광역시","10,000 이상",2017,3,"농장수",0
"광주광역시","10,000 이상",2017,3,"마리수",0
"광주광역시","10,000 이상",2017,4,"농장수",0
"광주광역시","10,000 이상",2017,4,"마리수",0
"광주광역시","10,000 이상",2018,1,"농장수",0
"광주광역시","10,000 이상",2018,1,"마리수",0
"광주광역시","10,000 이상",2018,2,"농장수",0
"광주광역시","10,000 이상",2018,2,"마리수",0
"광주광역시","10,000 이상",2018,3,"농장수",0
"광주광역시","10,000 이상",2018,3,"마리수",0
"광주광역시","10,000 이상",2018,4,"농장수",0
"광주광역시","10,000 이상",2018,4,"마리수",0
"광주광역시","10,000 이상",2019,1,"농장수",0
"광주광역시","10,000 이상",2019,1,"마리수",0
"광주광역시","10,000 이상",2019,2,"농장수",0
"광주광역시","10,000 이상",2019,2,"마리수",0
"광주광역시","10,000 이상",2019,3,"농장수",0
"광주광역시","10,000 이상",2019,3,"마리수",0
"광주광역시","10,000 이상",2019,4,"농장수",0
"광주광역시","10,000 이상",2019,4,"마리수",0
"광주광역시","10,000 이상",2020,1,"농장수",0
"광주광역시","10,000 이상",2020,1,"마리수",0
"광주광역시","10,000 이상",2020,2,"농장수",0
"광주광역시","10,000 이상",2020,2,"마리수",0
"광주광역시","10,000 이상",2020,3,"농장수",0
"광주광역시","10,000 이상",2020,3,"마리수",0
"광주광역시","10,000 이상",2020,4,"농장수",0
"광주광역시","10,000 이상",2020,4,"마리수",0
"광주광역시","10,000 이상",2021,1,"농장수",0
"광주광역시","10,000 이상",2021,1,"마리수",0
"광주광역시","10,000 이상",2021,2,"농장수",0
"광주광역시","10,000 이상",2021,2,"마리수",0
"광주광역시","10,000 이상",2021,3,"농장수",0
"광주광역시","10,000 이상",2021,3,"마리수",0
"대전광역시","합계",2017,1,"농장수",6
"대전광역시","합계",2017,1,"마리수",111
"대전광역시","합계",2017,2,"농장수",6
"대전광역시","합계",2017,2,"마리수",78
"대전광역시","합계",2017,3,"농장수",6
"대전광역시","합계",2017,3,"마리수",92
"대전광역시","합계",2017,4,"농장수",5
"대전광역시","합계",2017,4,"마리수",90
"대전광역시","합계",2018,1,"농장수",5
"대전광역시","합계",2018,1,"마리수",82
"대전광역시","합계",2018,2,"농장수",5
"대전광역시","합계",2018,2,"마리수",106
"대전광역시","합계",2018,3,"농장수",5
"대전광역시","합계",2018,3,"마리수",92
"대전광역시","합계",2018,4,"농장수",5
"대전광역시","합계",2018,4,"마리수",115
"대전광역시","합계",2019,1,"농장수",5
"대전광역시","합계",2019,1,"마리수",104
"대전광역시","합계",2019,2,"농장수",5
"대전광역시","합계",2019,2,"마리수",94
"대전광역시","합계",2019,3,"농장수",4
"대전광역시","합계",2019,3,"마리수",109
"대전광역시","합계",2019,4,"농장수",4
"대전광역시","합계",2019,4,"마리수",98
"대전광역시","합계",2020,1,"농장수",2
"대전광역시","합계",2020,1,"마리수",100
"대전광역시","합계",2020,2,"농장수",2
"대전광역시","합계",2020,2,"마리수",97
"대전광역시","합계",2020,3,"농장수",2
"대전광역시","합계",2020,3,"마리수",90
"대전광역시","합계",2020,4,"농장수",2
"대전광역시","합계",2020,4,"마리수",80
"대전광역시","합계",2021,1,"농장수",2
"대전광역시","합계",2021,1,"마리수",90
"대전광역시","합계",2021,2,"농장수",2
"대전광역시","합계",2021,2,"마리수",90
"대전광역시","합계",2021,3,"농장수",2
"대전광역시","합계",2021,3,"마리수",92
"대전광역시","1,000 미만",2017,1,"농장수",6
"대전광역시","1,000 미만",2017,1,"마리수",111
"대전광역시","1,000 미만",2017,2,"농장수",6
"대전광역시","1,000 미만",2017,2,"마리수",78
"대전광역시","1,000 미만",2017,3,"농장수",6
"대전광역시","1,000 미만",2017,3,"마리수",92
"대전광역시","1,000 미만",2017,4,"농장수",5
"대전광역시","1,000 미만",2017,4,"마리수",90
"대전광역시","1,000 미만",2018,1,"농장수",5
"대전광역시","1,000 미만",2018,1,"마리수",82
"대전광역시","1,000 미만",2018,2,"농장수",5
"대전광역시","1,000 미만",2018,2,"마리수",106
"대전광역시","1,000 미만",2018,3,"농장수",5
"대전광역시","1,000 미만",2018,3,"마리수",92
"대전광역시","1,000 미만",2018,4,"농장수",5
"대전광역시","1,000 미만",2018,4,"마리수",115
"대전광역시","1,000 미만",2019,1,"농장수",5
"대전광역시","1,000 미만",2019,1,"마리수",104
"대전광역시","1,000 미만",2019,2,"농장수",5
"대전광역시","1,000 미만",2019,2,"마리수",94
"대전광역시","1,000 미만",2019,3,"농장수",4
"대전광역시","1,000 미만",2019,3,"마리수",109
"대전광역시","1,000 미만",2019,4,"농장수",4
"대전광역시","1,000 미만",2019,4,"마리수",98
"대전광역시","1,000 미만",2020,1,"농장수",2
"대전광역시","1,000 미만",2020,1,"마리수",100
"대전광역시","1,000 미만",2020,2,"농장수",2
"대전광역시","1,000 미만",2020,2,"마리수",97
"대전광역시","1,000 미만",2020,3,"농장수",2
"대전광역시","1,000 미만",2020,3,"마리수",90
"대전광역시","1,000 미만",2020,4,"농장수",2
"대전광역시","1,000 미만",2020,4,"마리수",80
"대전광역시","1,000 미만",2021,1,"농장수",2
"대전광역시","1,000 미만",2021,1,"마리수",90
"대전광역시","1,000 미만",2021,2,"농장수",2
"대전광역시","1,000 미만",2021,2,"마리수",90
"대전광역시","1,000 미만",2021,3,"농장수",2
"대전광역시","1,000 미만",2021,3,"마리수",92
"대전광역시","1,000~5,000",2017,1,"농장수",0
"대전광역시","1,000~5,000",2017,1,"마리수",0
"대전광역시","1,000~5,000",2017,2,"농장수",0
"대전광역시","1,000~5,000",2017,2,"마리수",0
"대전광역시","1,000~5,000",2017,3,"농장수",0
"대전광역시","1,000~5,000",2017,3,"마리수",0
"대전광역시","1,000~5,000",2017,4,"농장수",0
"대전광역시","1,000~5,000",2017,4,"마리수",0
"대전광역시","1,000~5,000",2018,1,"농장수",0
"대전광역시","1,000~5,000",2018,1,"마리수",0
"대전광역시","1,000~5,000",2018,2,"농장수",0
"대전광역시","1,000~5,000",2018,2,"마리수",0
"대전광역시","1,000~5,000",2018,3,"농장수",0
"대전광역시","1,000~5,000",2018,3,"마리수",0
"대전광역시","1,000~5,000",2018,4,"농장수",0
"대전광역시","1,000~5,000",2018,4,"마리수",0
"대전광역시","1,000~5,000",2019,1,"농장수",0
"대전광역시","1,000~5,000",2019,1,"마리수",0
"대전광역시","1,000~5,000",2019,2,"농장수",0
"대전광역시","1,000~5,000",2019,2,"마리수",0
"대전광역시","1,000~5,000",2019,3,"농장수",0
"대전광역시","1,000~5,000",2019,3,"마리수",0
"대전광역시","1,000~5,000",2019,4,"농장수",0
"대전광역시","1,000~5,000",2019,4,"마리수",0
"대전광역시","1,000~5,000",2020,1,"농장수",0
"대전광역시","1,000~5,000",2020,1,"마리수",0
"대전광역시","1,000~5,000",2020,2,"농장수",0
"대전광역시","1,000~5,000",2020,2,"마리수",0
"대전광역시","1,000~5,000",2020,3,"농장수",0
"대전광역시","1,000~5,000",2020,3,"마리수",0
"대전광역시","1,000~5,000",2020,4,"농장수",0
"대전광역시","1,000~5,000",2020,4,"마리수",0
"대전광역시","1,000~5,000",2021,1,"농장수",0
"대전광역시","1,000~5,000",2021,1,"마리수",0
"대전광역시","1,000~5,000",2021,2,"농장수",0
"대전광역시","1,000~5,000",2021,2,"마리수",0
"대전광역시","1,000~5,000",2021,3,"농장수",0
"대전광역시","1,000~5,000",2021,3,"마리수",0
"대전광역시","5,000~10,000",2017,1,"농장수",0
"대전광역시","5,000~10,000",2017,1,"마리수",0
"대전광역시","5,000~10,000",2017,2,"농장수",0
"대전광역시","5,000~10,000",2017,2,"마리수",0
"대전광역시","5,000~10,000",2017,3,"농장수",0
"대전광역시","5,000~10,000",2017,3,"마리수",0
"대전광역시","5,000~10,000",2017,4,"농장수",0
"대전광역시","5,000~10,000",2017,4,"마리수",0
"대전광역시","5,000~10,000",2018,1,"농장수",0
"대전광역시","5,000~10,000",2018,1,"마리수",0
"대전광역시","5,000~10,000",2018,2,"농장수",0
"대전광역시","5,000~10,000",2018,2,"마리수",0
"대전광역시","5,000~10,000",2018,3,"농장수",0
"대전광역시","5,000~10,000",2018,3,"마리수",0
"대전광역시","5,000~10,000",2018,4,"농장수",0
"대전광역시","5,000~10,000",2018,4,"마리수",0
"대전광역시","5,000~10,000",2019,1,"농장수",0
"대전광역시","5,000~10,000",2019,1,"마리수",0
"대전광역시","5,000~10,000",2019,2,"농장수",0
"대전광역시","5,000~10,000",2019,2,"마리수",0
"대전광역시","5,000~10,000",2019,3,"농장수",0
"대전광역시","5,000~10,000",2019,3,"마리수",0
"대전광역시","5,000~10,000",2019,4,"농장수",0
"대전광역시","5,000~10,000",2019,4,"마리수",0
"대전광역시","5,000~10,000",2020,1,"농장수",0
"대전광역시","5,000~10,000",2020,1,"마리수",0
"대전광역시","5,000~10,000",2020,2,"농장수",0
"대전광역시","5,000~10,000",2020,2,"마리수",0
"대전광역시","5,000~10,000",2020,3,"농장수",0
"대전광역시","5,000~10,000",2020,3,"마리수",0
"대전광역시","5,000~10,000",2020,4,"농장수",0
"대전광역시","5,000~10,000",2020,4,"마리수",0
"대전광역시","5,000~10,000",2021,1,"농장수",0
"대전광역시","5,000~10,000",2021,1,"마리수",0
"대전광역시","5,000~10,000",2021,2,"농장수",0
"대전광역시","5,000~10,000",2021,2,"마리수",0
"대전광역시","5,000~10,000",2021,3,"농장수",0
"대전광역시","5,000~10,000",2021,3,"마리수",0
"대전광역시","10,000 이상",2017,1,"농장수",0
"대전광역시","10,000 이상",2017,1,"마리수",0
"대전광역시","10,000 이상",2017,2,"농장수",0
"대전광역시","10,000 이상",2017,2,"마리수",0
"대전광역시","10,000 이상",2017,3,"농장수",0
"대전광역시","10,000 이상",2017,3,"마리수",0
"대전광역시","10,000 이상",2017,4,"농장수",0
"대전광역시","10,000 이상",2017,4,"마리수",0
"대전광역시","10,000 이상",2018,1,"농장수",0
"대전광역시","10,000 이상",2018,1,"마리수",0
"대전광역시","10,000 이상",2018,2,"농장수",0
"대전광역시","10,000 이상",2018,2,"마리수",0
"대전광역시","10,000 이상",2018,3,"농장수",0
"대전광역시","10,000 이상",2018,3,"마리수",0
"대전광역시","10,000 이상",2018,4,"농장수",0
"대전광역시","10,000 이상",2018,4,"마리수",0
"대전광역시","10,000 이상",2019,1,"농장수",0
"대전광역시","10,000 이상",2019,1,"마리수",0
"대전광역시","10,000 이상",2019,2,"농장수",0
"대전광역시","10,000 이상",2019,2,"마리수",0
"대전광역시","10,000 이상",2019,3,"농장수",0
"대전광역시","10,000 이상",2019,3,"마리수",0
"대전광역시","10,000 이상",2019,4,"농장수",0
"대전광역시","10,000 이상",2019,4,"마리수",0
"대전광역시","10,000 이상",2020,1,"농장수",0
"대전광역시","10,000 이상",2020,1,"마리수",0
"대전광역시","10,000 이상",2020,2,"농장수",0
"대전광역시","10,000 이상",2020,2,"마리수",0
"대전광역시","10,000 이상",2020,3,"농장수",0
"대전광역시","10,000 이상",2020,3,"마리수",0
"대전광역시","10,000 이상",2020,4,"농장수",0
"대전광역시","10,000 이상",2020,4,"마리수",0
"대전광역시","10,000 이상",2021,1,"농장수",0
"대전광역시","10,000 이상",2021,1,"마리수",0
"대전광역시","10,000 이상",2021,2,"농장수",0
"대전광역시","10,000 이상",2021,2,"마리수",0
"대전광역시","10,000 이상",2021,3,"농장수",0
"대전광역시","10,000 이상",2021,3,"마리수",0
"울산광역시","합계",2017,1,"농장수",28
"울산광역시","합계",2017,1,"마리수",34167
"울산광역시","합계",2017,2,"농장수",28
"울산광역시","합계",2017,2,"마리수",31161
"울산광역시","합계",2017,3,"농장수",28
"울산광역시","합계",2017,3,"마리수",30739
"울산광역시","합계",2017,4,"농장수",28
"울산광역시","합계",2017,4,"마리수",34657
"울산광역시","합계",2018,1,"농장수",28
"울산광역시","합계",2018,1,"마리수",30860
"울산광역시","합계",2018,2,"농장수",27
"울산광역시","합계",2018,2,"마리수",33742
"울산광역시","합계",2018,3,"농장수",27
"울산광역시","합계",2018,3,"마리수",31693
"울산광역시","합계",2018,4,"농장수",27
"울산광역시","합계",2018,4,"마리수",32200
"울산광역시","합계",2019,1,"농장수",25
"울산광역시","합계",2019,1,"마리수",31397
"울산광역시","합계",2019,2,"농장수",25
"울산광역시","합계",2019,2,"마리수",35011
"울산광역시","합계",2019,3,"농장수",25
"울산광역시","합계",2019,3,"마리수",34544
"울산광역시","합계",2019,4,"농장수",25
"울산광역시","합계",2019,4,"마리수",31656
"울산광역시","합계",2020,1,"농장수",28
"울산광역시","합계",2020,1,"마리수",37522
"울산광역시","합계",2020,2,"농장수",28
"울산광역시","합계",2020,2,"마리수",34850
"울산광역시","합계",2020,3,"농장수",28
"울산광역시","합계",2020,3,"마리수",33671
"울산광역시","합계",2020,4,"농장수",27
"울산광역시","합계",2020,4,"마리수",35369
"울산광역시","합계",2021,1,"농장수",27
"울산광역시","합계",2021,1,"마리수",32069
"울산광역시","합계",2021,2,"농장수",27
"울산광역시","합계",2021,2,"마리수",25649
"울산광역시","합계",2021,3,"농장수",25
"울산광역시","합계",2021,3,"마리수",22460
"울산광역시","1,000 미만",2017,1,"농장수",23
"울산광역시","1,000 미만",2017,1,"마리수",6530
"울산광역시","1,000 미만",2017,2,"농장수",24
"울산광역시","1,000 미만",2017,2,"마리수",7916
"울산광역시","1,000 미만",2017,3,"농장수",24
"울산광역시","1,000 미만",2017,3,"마리수",7460
"울산광역시","1,000 미만",2017,4,"농장수",24
"울산광역시","1,000 미만",2017,4,"마리수",7784
"울산광역시","1,000 미만",2018,1,"농장수",24
"울산광역시","1,000 미만",2018,1,"마리수",7890
"울산광역시","1,000 미만",2018,2,"농장수",23
"울산광역시","1,000 미만",2018,2,"마리수",8902
"울산광역시","1,000 미만",2018,3,"농장수",23
"울산광역시","1,000 미만",2018,3,"마리수",9025
"울산광역시","1,000 미만",2018,4,"농장수",23
"울산광역시","1,000 미만",2018,4,"마리수",9141
"울산광역시","1,000 미만",2019,1,"농장수",20
"울산광역시","1,000 미만",2019,1,"마리수",7499
"울산광역시","1,000 미만",2019,2,"농장수",20
"울산광역시","1,000 미만",2019,2,"마리수",7760
"울산광역시","1,000 미만",2019,3,"농장수",19
"울산광역시","1,000 미만",2019,3,"마리수",6744
"울산광역시","1,000 미만",2019,4,"농장수",20
"울산광역시","1,000 미만",2019,4,"마리수",7598
"울산광역시","1,000 미만",2020,1,"농장수",22
"울산광역시","1,000 미만",2020,1,"마리수",8130
"울산광역시","1,000 미만",2020,2,"농장수",23
"울산광역시","1,000 미만",2020,2,"마리수",7303
"울산광역시","1,000 미만",2020,3,"농장수",22
"울산광역시","1,000 미만",2020,3,"마리수",7289
"울산광역시","1,000 미만",2020,4,"농장수",21
"울산광역시","1,000 미만",2020,4,"마리수",7322
"울산광역시","1,000 미만",2021,1,"농장수",22
"울산광역시","1,000 미만",2021,1,"마리수",8046
"울산광역시","1,000 미만",2021,2,"농장수",22
