"시도별","사육규모별","년도","분기","항목","데이터"
"세종특별자치시","10,000 이상",2018,2,"마리수",0
"세종특별자치시","10,000 이상",2018,3,"농장수",0
"세종특별자치시","10,000 이상",2018,3,"마리수",0
"세종특별자치시","10,000 이상",2018,4,"농장수",0
"세종특별자치시","10,000 이상",2018,4,"마리수",0
"세종특별자치시","10,000 이상",2019,1,"농장수",0
"세종특별자치시","10,000 이상",2019,1,"마리수",0
"세종특별자치시","10,000 이상",2019,2,"농장수",0
"세종특별자치시","10,000 이상",2019,2,"마리수",0
"세종특별자치시","10,000 이상",2019,3,"농장수",0
"세종특별자치시","10,000 이상",2019,3,"마리수",0
"세종특별자치시","10,000 이상",2019,4,"농장수",0
"세종특별자치시","10,000 이상",2019,4,"마리수",0
"세종특별자치시","10,000 이상",2020,1,"농장수",0
"세종특별자치시","10,000 이상",2020,1,"마리수",0
"세종특별자치시","10,000 이상",2020,2,"농장수",0
"세종특별자치시","10,000 이상",2020,2,"마리수",0
"세종특별자치시","10,000 이상",2020,3,"농장수",0
"세종특별자치시","10,000 이상",2020,3,"마리수",0
"세종특별자치시","10,000 이상",2020,4,"농장수",0
"세종특별자치시","10,000 이상",2020,4,"마리수",0
"세종특별자치시","10,000 이상",2021,1,"농장수",0
"세종특별자치시","10,000 이상",2021,1,"마리수",0
"세종특별자치시","10,000 이상",2021,2,"농장수",0
"세종특별자치시","10,000 이상",2021,2,"마리수",0
"세종특별자치시","10,000 이상",2021,3,"농장수",0
"세종특별자치시","10,000 이상",2021,3,"마리수",0
"경기도","합계",2017,1,"농장수",1291
"경기도","합계",2017,1,"마리수",1925487
"경기도","합계",2017,2,"농장수",1288
"경기도","합계",2017,2,"마리수",1965043
"경기도","합계",2017,3,"농장수",1287
"경기도","합계",2017,3,"마리수",2091070
"경기도","합계",2017,4,"농장수",1279
"경기도","합계",2017,4,"마리수",1986353
"경기도","합계",2018,1,"농장수",1276
"경기도","합계",2018,1,"마리수",1978293
"경기도","합계",2018,2,"농장수",1255
"경기도","합계",2018,2,"마리수",1999972
"경기도","합계",2018,3,"농장수",1245
"경기도","합계",2018,3,"마리수",2041176
"경기도","합계",2018,4,"농장수",1245
"경기도","합계",2018,4,"마리수",1988203
"경기도","합계",2019,1,"농장수",1249
"경기도","합계",2019,1,"마리수",1913235
"경기도","합계",2019,2,"농장수",1244
"경기도","합계",2019,2,"마리수",1963378
"경기도","합계",2019,3,"농장수",1243
"경기도","합계",2019,3,"마리수",2085162
"경기도","합계",2019,4,"농장수",1243
"경기도","합계",2019,4,"마리수",1715054
"경기도","합계",2020,1,"농장수",1264
"경기도","합계",2020,1,"마리수",1692370
"경기도","합계",2020,2,"농장수",1274
"경기도","합계",2020,2,"마리수",1652978
"경기도","합계",2020,3,"농장수",1274
"경기도","합계",2020,3,"마리수",1708395
"경기도","합계",2020,4,"농장수",1276
"경기도","합계",2020,4,"마리수",1702727
"경기도","합계",2021,1,"농장수",1285
"경기도","합계",2021,1,"마리수",1679349
"경기도","합계",2021,2,"농장수",1251
"경기도","합계",2021,2,"마리수",1642799
"경기도","합계",2021,3,"농장수",1232
"경기도","합계",2021,3,"마리수",1767041
"경기도","1,000 미만",2017,1,"농장수",687
"경기도","1,000 미만",2017,1,"마리수",285240
"경기도","1,000 미만",2017,2,"농장수",685
"경기도","1,000 미만",2017,2,"마리수",290470
"경기도","1,000 미만",2017,3,"농장수",664
"경기도","1,000 미만",2017,3,"마리수",300144
"경기도","1,000 미만",2017,4,"농장수",675
"경기도","1,000 미만",2017,4,"마리수",301498
"경기도","1,000 미만",2018,1,"농장수",684
"경기도","1,000 미만",2018,1,"마리수",299430
"경기도","1,000 미만",2018,2,"농장수",651
"경기도","1,000 미만",2018,2,"마리수",306394
"경기도","1,000 미만",2018,3,"농장수",609
"경기도","1,000 미만",2018,3,"마리수",274110
"경기도","1,000 미만",2018,4,"농장수",643
"경기도","1,000 미만",2018,4,"마리수",280355
"경기도","1,000 미만",2019,1,"농장수",680
"경기도","1,000 미만",2019,1,"마리수",280401
"경기도","1,000 미만",2019,2,"농장수",618
"경기도","1,000 미만",2019,2,"마리수",261475
"경기도","1,000 미만",2019,3,"농장수",588
"경기도","1,000 미만",2019,3,"마리수",262401
"경기도","1,000 미만",2019,4,"농장수",707
"경기도","1,000 미만",2019,4,"마리수",207363
"경기도","1,000 미만",2020,1,"농장수",725
"경기도","1,000 미만",2020,1,"마리수",208114
"경기도","1,000 미만",2020,2,"농장수",738
"경기도","1,000 미만",2020,2,"마리수",201486
"경기도","1,000 미만",2020,3,"농장수",736
"경기도","1,000 미만",2020,3,"마리수",225791
"경기도","1,000 미만",2020,4,"농장수",727
"경기도","1,000 미만",2020,4,"마리수",204450
"경기도","1,000 미만",2021,1,"농장수",750
"경기도","1,000 미만",2021,1,"마리수",205287
"경기도","1,000 미만",2021,2,"농장수",709
"경기도","1,000 미만",2021,2,"마리수",208339
"경기도","1,000 미만",2021,3,"농장수",655
"경기도","1,000 미만",2021,3,"마리수",205938
"경기도","1,000~5,000",2017,1,"농장수",536
"경기도","1,000~5,000",2017,1,"마리수",1067902
"경기도","1,000~5,000",2017,2,"농장수",536
"경기도","1,000~5,000",2017,2,"마리수",1106579
"경기도","1,000~5,000",2017,3,"농장수",554
"경기도","1,000~5,000",2017,3,"마리수",1163796
"경기도","1,000~5,000",2017,4,"농장수",540
"경기도","1,000~5,000",2017,4,"마리수",1133923
"경기도","1,000~5,000",2018,1,"농장수",527
"경기도","1,000~5,000",2018,1,"마리수",1141326
"경기도","1,000~5,000",2018,2,"농장수",540
"경기도","1,000~5,000",2018,2,"마리수",1155246
"경기도","1,000~5,000",2018,3,"농장수",565
"경기도","1,000~5,000",2018,3,"마리수",1181275
"경기도","1,000~5,000",2018,4,"농장수",536
"경기도","1,000~5,000",2018,4,"마리수",1155270
"경기도","1,000~5,000",2019,1,"농장수",502
"경기도","1,000~5,000",2019,1,"마리수",1077683
"경기도","1,000~5,000",2019,2,"농장수",557
"경기도","1,000~5,000",2019,2,"마리수",1131495
"경기도","1,000~5,000",2019,3,"농장수",583
"경기도","1,000~5,000",2019,3,"마리수",1214152
"경기도","1,000~5,000",2019,4,"농장수",475
"경기도","1,000~5,000",2019,4,"마리수",1001285
"경기도","1,000~5,000",2020,1,"농장수",476
"경기도","1,000~5,000",2020,1,"마리수",966556
"경기도","1,000~5,000",2020,2,"농장수",483
"경기도","1,000~5,000",2020,2,"마리수",1012418
"경기도","1,000~5,000",2020,3,"농장수",482
"경기도","1,000~5,000",2020,3,"마리수",1017723
"경기도","1,000~5,000",2020,4,"농장수",496
"경기도","1,000~5,000",2020,4,"마리수",1045037
"경기도","1,000~5,000",2021,1,"농장수",477
"경기도","1,000~5,000",2021,1,"마리수",991711
"경기도","1,000~5,000",2021,2,"농장수",490
"경기도","1,000~5,000",2021,2,"마리수",999934
"경기도","1,000~5,000",2021,3,"농장수",515
"경기도","1,000~5,000",2021,3,"마리수",1067854
"경기도","5,000~10,000",2017,1,"농장수",53
"경기도","5,000~10,000",2017,1,"마리수",352832
"경기도","5,000~10,000",2017,2,"농장수",54
"경기도","5,000~10,000",2017,2,"마리수",365672
"경기도","5,000~10,000",2017,3,"농장수",56
"경기도","5,000~10,000",2017,3,"마리수",379664
"경기도","5,000~10,000",2017,4,"농장수",51
"경기도","5,000~10,000",2017,4,"마리수",347957
"경기도","5,000~10,000",2018,1,"농장수",55
"경기도","5,000~10,000",2018,1,"마리수",376788
"경기도","5,000~10,000",2018,2,"농장수",53
"경기도","5,000~10,000",2018,2,"마리수",366419
"경기도","5,000~10,000",2018,3,"농장수",59
"경기도","5,000~10,000",2018,3,"마리수",397302
"경기도","5,000~10,000",2018,4,"농장수",54
"경기도","5,000~10,000",2018,4,"마리수",364610
"경기도","5,000~10,000",2019,1,"농장수",55
"경기도","5,000~10,000",2019,1,"마리수",368694
"경기도","5,000~10,000",2019,2,"농장수",58
"경기도","5,000~10,000",2019,2,"마리수",395480
"경기도","5,000~10,000",2019,3,"농장수",58
"경기도","5,000~10,000",2019,3,"마리수",393840
"경기도","5,000~10,000",2019,4,"농장수",49
"경기도","5,000~10,000",2019,4,"마리수",336564
"경기도","5,000~10,000",2020,1,"농장수",53
"경기도","5,000~10,000",2020,1,"마리수",354549
"경기도","5,000~10,000",2020,2,"농장수",42
"경기도","5,000~10,000",2020,2,"마리수",288805
"경기도","5,000~10,000",2020,3,"농장수",43
"경기도","5,000~10,000",2020,3,"마리수",287189
"경기도","5,000~10,000",2020,4,"농장수",41
"경기도","5,000~10,000",2020,4,"마리수",275913
"경기도","5,000~10,000",2021,1,"농장수",49
"경기도","5,000~10,000",2021,1,"마리수",323861
"경기도","5,000~10,000",2021,2,"농장수",43
"경기도","5,000~10,000",2021,2,"마리수",290920
"경기도","5,000~10,000",2021,3,"농장수",52
"경기도","5,000~10,000",2021,3,"마리수",341867
"경기도","10,000 이상",2017,1,"농장수",15
"경기도","10,000 이상",2017,1,"마리수",219512
"경기도","10,000 이상",2017,2,"농장수",13
"경기도","10,000 이상",2017,2,"마리수",202322
"경기도","10,000 이상",2017,3,"농장수",14
"경기도","10,000 이상",2017,3,"마리수",247466
"경기도","10,000 이상",2017,4,"농장수",13
"경기도","10,000 이상",2017,4,"마리수",202975
"경기도","10,000 이상",2018,1,"농장수",10
"경기도","10,000 이상",2018,1,"마리수",160749
"경기도","10,000 이상",2018,2,"농장수",11
"경기도","10,000 이상",2018,2,"마리수",171912
"경기도","10,000 이상",2018,3,"농장수",12
"경기도","10,000 이상",2018,3,"마리수",188489
"경기도","10,000 이상",2018,4,"농장수",12
"경기도","10,000 이상",2018,4,"마리수",187968
"경기도","10,000 이상",2019,1,"농장수",12
"경기도","10,000 이상",2019,1,"마리수",186457
"경기도","10,000 이상",2019,2,"농장수",11
"경기도","10,000 이상",2019,2,"마리수",174929
"경기도","10,000 이상",2019,3,"농장수",14
"경기도","10,000 이상",2019,3,"마리수",214769
"경기도","10,000 이상",2019,4,"농장수",11
"경기도","10,000 이상",2019,4,"마리수",169842
"경기도","10,000 이상",2020,1,"농장수",10
"경기도","10,000 이상",2020,1,"마리수",163151
"경기도","10,000 이상",2020,2,"농장수",10
"경기도","10,000 이상",2020,2,"마리수",150269
"경기도","10,000 이상",2020,3,"농장수",12
"경기도","10,000 이상",2020,3,"마리수",177692
"경기도","10,000 이상",2020,4,"농장수",12
"경기도","10,000 이상",2020,4,"마리수",177327
"경기도","10,000 이상",2021,1,"농장수",10
"경기도","10,000 이상",2021,1,"마리수",158490
"경기도","10,000 이상",2021,2,"농장수",9
"경기도","10,000 이상",2021,2,"마리수",143607
"경기도","10,000 이상",2021,3,"농장수",9
"경기도","10,000 이상",2021,3,"마리수",151382
"강원도","합계",2017,1,"농장수",274
"강원도","합계",2017,1,"마리수",483763
"강원도","합계",2017,2,"농장수",274
"강원도","합계",2017,2,"마리수",463848
"강원도","합계",2017,3,"농장수",271
"강원도","합계",2017,3,"마리수",463320
"강원도","합계",2017,4,"농장수",271
"강원도","합계",2017,4,"마리수",466252
"강원도","합계",2018,1,"농장수",274
"강원도","합계",2018,1,"마리수",476825
"강원도","합계",2018,2,"농장수",264
"강원도","합계",2018,2,"마리수",479457
"강원도","합계",2018,3,"농장수",264
"강원도","합계",2018,3,"마리수",500072
"강원도","합계",2018,4,"농장수",264
"강원도","합계",2018,4,"마리수",489149
"강원도","합계",2019,1,"농장수",264
"강원도","합계",2019,1,"마리수",485875
"강원도","합계",2019,2,"농장수",276
"강원도","합계",2019,2,"마리수",500894
"강원도","합계",2019,3,"농장수",257
"강원도","합계",2019,3,"마리수",512171
"강원도","합계",2019,4,"농장수",257
"강원도","합계",2019,4,"마리수",500706
"강원도","합계",2020,1,"농장수",252
"강원도","합계",2020,1,"마리수",471590
"강원도","합계",2020,2,"농장수",265
"강원도","합계",2020,2,"마리수",465411
"강원도","합계",2020,3,"농장수",243
"강원도","합계",2020,3,"마리수",481693
"강원도","합계",2020,4,"농장수",245
"강원도","합계",2020,4,"마리수",464028
"강원도","합계",2021,1,"농장수",235
"강원도","합계",2021,1,"마리수",458675
"강원도","합계",2021,2,"농장수",245
"강원도","합계",2021,2,"마리수",470774
"강원도","합계",2021,3,"농장수",240
"강원도","합계",2021,3,"마리수",466989
"강원도","1,000 미만",2017,1,"농장수",142
"강원도","1,000 미만",2017,1,"마리수",45637
"강원도","1,000 미만",2017,2,"농장수",142
"강원도","1,000 미만",2017,2,"마리수",43642
"강원도","1,000 미만",2017,3,"농장수",146
"강원도","1,000 미만",2017,3,"마리수",39914
"강원도","1,000 미만",2017,4,"농장수",144
"강원도","1,000 미만",2017,4,"마리수",43363
"강원도","1,000 미만",2018,1,"농장수",141
"강원도","1,000 미만",2018,1,"마리수",40954
"강원도","1,000 미만",2018,2,"농장수",127
"강원도","1,000 미만",2018,2,"마리수",38272
"강원도","1,000 미만",2018,3,"농장수",118
"강원도","1,000 미만",2018,3,"마리수",38113
"강원도","1,000 미만",2018,4,"농장수",118
"강원도","1,000 미만",2018,4,"마리수",39454
"강원도","1,000 미만",2019,1,"농장수",121
"강원도","1,000 미만",2019,1,"마리수",38074
"강원도","1,000 미만",2019,2,"농장수",126
"강원도","1,000 미만",2019,2,"마리수",33249
"강원도","1,000 미만",2019,3,"농장수",109
"강원도","1,000 미만",2019,3,"마리수",36241
"강원도","1,000 미만",2019,4,"농장수",115
"강원도","1,000 미만",2019,4,"마리수",28365
"강원도","1,000 미만",2020,1,"농장수",124
"강원도","1,000 미만",2020,1,"마리수",35259
"강원도","1,000 미만",2020,2,"농장수",138
"강원도","1,000 미만",2020,2,"마리수",47617
"강원도","1,000 미만",2020,3,"농장수",115
"강원도","1,000 미만",2020,3,"마리수",31707
"강원도","1,000 미만",2020,4,"농장수",120
"강원도","1,000 미만",2020,4,"마리수",40135
"강원도","1,000 미만",2021,1,"농장수",111
"강원도","1,000 미만",2021,1,"마리수",29184
"강원도","1,000 미만",2021,2,"농장수",121
"강원도","1,000 미만",2021,2,"마리수",38060
"강원도","1,000 미만",2021,3,"농장수",120
"강원도","1,000 미만",2021,3,"마리수",29196
"강원도","1,000~5,000",2017,1,"농장수",116
"강원도","1,000~5,000",2017,1,"마리수",271200
"강원도","1,000~5,000",2017,2,"농장수",117
"강원도","1,000~5,000",2017,2,"마리수",264918
"강원도","1,000~5,000",2017,3,"농장수",108
"강원도","1,000~5,000",2017,3,"마리수",248357
"강원도","1,000~5,000",2017,4,"농장수",113
"강원도","1,000~5,000",2017,4,"마리수",268637
"강원도","1,000~5,000",2018,1,"농장수",114
"강원도","1,000~5,000",2018,1,"마리수",257581
"강원도","1,000~5,000",2018,2,"농장수",123
"강원도","1,000~5,000",2018,2,"마리수",274972
"강원도","1,000~5,000",2018,3,"농장수",132
"강원도","1,000~5,000",2018,3,"마리수",288922
"강원도","1,000~5,000",2018,4,"농장수",133
"강원도","1,000~5,000",2018,4,"마리수",290910
"강원도","1,000~5,000",2019,1,"농장수",128
"강원도","1,000~5,000",2019,1,"마리수",278872
"강원도","1,000~5,000",2019,2,"농장수",134
"강원도","1,000~5,000",2019,2,"마리수",290001
"강원도","1,000~5,000",2019,3,"농장수",134
"강원도","1,000~5,000",2019,3,"마리수",297856
"강원도","1,000~5,000",2019,4,"농장수",129
"강원도","1,000~5,000",2019,4,"마리수",292886
"강원도","1,000~5,000",2020,1,"농장수",115
"강원도","1,000~5,000",2020,1,"마리수",262666
"강원도","1,000~5,000",2020,2,"농장수",111
"강원도","1,000~5,000",2020,2,"마리수",242159
"강원도","1,000~5,000",2020,3,"농장수",113
"강원도","1,000~5,000",2020,3,"마리수",262868
"강원도","1,000~5,000",2020,4,"농장수",110
"강원도","1,000~5,000",2020,4,"마리수",257607
"강원도","1,000~5,000",2021,1,"농장수",111
"강원도","1,000~5,000",2021,1,"마리수",272909
"강원도","1,000~5,000",2021,2,"농장수",109
"강원도","1,000~5,000",2021,2,"마리수",261705
"강원도","1,000~5,000",2021,3,"농장수",104
"강원도","1,000~5,000",2021,3,"마리수",254846
"강원도","5,000~10,000",2017,1,"농장수",11
"강원도","5,000~10,000",2017,1,"마리수",73955
"강원도","5,000~10,000",2017,2,"농장수",10
"강원도","5,000~10,000",2017,2,"마리수",64516
"강원도","5,000~10,000",2017,3,"농장수",11
"강원도","5,000~10,000",2017,3,"마리수",69777
"강원도","5,000~10,000",2017,4,"농장수",8
"강원도","5,000~10,000",2017,4,"마리수",52117
"강원도","5,000~10,000",2018,1,"농장수",13
"강원도","5,000~10,000",2018,1,"마리수",78222
"강원도","5,000~10,000",2018,2,"농장수",10
"강원도","5,000~10,000",2018,2,"마리수",64830
"강원도","5,000~10,000",2018,3,"농장수",10
"강원도","5,000~10,000",2018,3,"마리수",67049
"강원도","5,000~10,000",2018,4,"농장수",9
"강원도","5,000~10,000",2018,4,"마리수",58502
"강원도","5,000~10,000",2019,1,"농장수",11
"강원도","5,000~10,000",2019,1,"마리수",69570
"강원도","5,000~10,000",2019,2,"농장수",11
"강원도","5,000~10,000",2019,2,"마리수",72093
"강원도","5,000~10,000",2019,3,"농장수",10
"강원도","5,000~10,000",2019,3,"마리수",69340
"강원도","5,000~10,000",2019,4,"농장수",9
"강원도","5,000~10,000",2019,4,"마리수",65849
"강원도","5,000~10,000",2020,1,"농장수",9
"강원도","5,000~10,000",2020,1,"마리수",67457
"강원도","5,000~10,000",2020,2,"농장수",10
"강원도","5,000~10,000",2020,2,"마리수",69587
"강원도","5,000~10,000",2020,3,"농장수",9
"강원도","5,000~10,000",2020,3,"마리수",67798
"강원도","5,000~10,000",2020,4,"농장수",9
"강원도","5,000~10,000",2020,4,"마리수",64724
"강원도","5,000~10,000",2021,1,"농장수",8
"강원도","5,000~10,000",2021,1,"마리수",56629
"강원도","5,000~10,000",2021,2,"농장수",10
"강원도","5,000~10,000",2021,2,"마리수",68507
"강원도","5,000~10,000",2021,3,"농장수",11
"강원도","5,000~10,000",2021,3,"마리수",74298
"강원도","10,000 이상",2017,1,"농장수",4
"강원도","10,000 이상",2017,1,"마리수",92971
"강원도","10,000 이상",2017,2,"농장수",4
"강원도","10,000 이상",2017,2,"마리수",90772
"강원도","10,000 이상",2017,3,"농장수",5
"강원도","10,000 이상",2017,3,"마리수",105272
"강원도","10,000 이상",2017,4,"농장수",5
"강원도","10,000 이상",2017,4,"마리수",102135
"강원도","10,000 이상",2018,1,"농장수",5
"강원도","10,000 이상",2018,1,"마리수",100069
"강원도","10,000 이상",2018,2,"농장수",5
"강원도","10,000 이상",2018,2,"마리수",101383
"강원도","10,000 이상",2018,3,"농장수",5
"강원도","10,000 이상",2018,3,"마리수",105988
"강원도","10,000 이상",2018,4,"농장수",5
"강원도","10,000 이상",2018,4,"마리수",100283
"강원도","10,000 이상",2019,1,"농장수",5
"강원도","10,000 이상",2019,1,"마리수",99359
"강원도","10,000 이상",2019,2,"농장수",5
"강원도","10,000 이상",2019,2,"마리수",105551
"강원도","10,000 이상",2019,3,"농장수",5
"강원도","10,000 이상",2019,3,"마리수",108735
"강원도","10,000 이상",2019,4,"농장수",5
"강원도","10,000 이상",2019,4,"마리수",113606
"강원도","10,000 이상",2020,1,"농장수",5
"강원도","10,000 이상",2020,1,"마리수",106208
"강원도","10,000 이상",2020,2,"농장수",5
"강원도","10,000 이상",2020,2,"마리수",106048
"강원도","10,000 이상",2020,3,"농장수",6
"강원도","10,000 이상",2020,3,"마리수",119320
"강원도","10,000 이상",2020,4,"농장수",5
"강원도","10,000 이상",2020,4,"마리수",101562
"강원도","10,000 이상",2021,1,"농장수",5
"강원도","10,000 이상",2021,1,"마리수",99954
"강원도","10,000 이상",2021,2,"농장수",5
"강원도","10,000 이상",2021,2,"마리수",102501
"강원도","10,000 이상",2021,3,"농장수",5
"강원도","10,000 이상",2021,3,"마리수",108648
"충청북도","합계",2017,1,"농장수",348
"충청북도","합계",2017,1,"마리수",622693
"충청북도","합계",2017,2,"농장수",348
"충청북도","합계",2017,2,"마리수",612638
"충청북도","합계",2017,3,"농장수",348
"충청북도","합계",2017,3,"마리수",644918
"충청북도","합계",2017,4,"농장수",348
"충청북도","합계",2017,4,"마리수",648769
"충청북도","합계",2018,1,"농장수",348
"충청북도","합계",2018,1,"마리수",646933
"충청북도","합계",2018,2,"농장수",345
"충청북도","합계",2018,2,"마리수",650682
"충청북도","합계",2018,3,"농장수",341
"충청북도","합계",2018,3,"마리수",676635
"충청북도","합계",2018,4,"농장수",342
"충청북도","합계",2018,4,"마리수",639932
"충청북도","합계",2019,1,"농장수",345
"충청북도","합계",2019,1,"마리수",629006
"충청북도","합계",2019,2,"농장수",345
"충청북도","합계",2019,2,"마리수",632680
"충청북도","합계",2019,3,"농장수",344
"충청북도","합계",2019,3,"마리수",640238
"충청북도","합계",2019,4,"농장수",341
"충청북도","합계",2019,4,"마리수",600971
"충청북도","합계",2020,1,"농장수",333
"충청북도","합계",2020,1,"마리수",599565
"충청북도","합계",2020,2,"농장수",330
"충청북도","합계",2020,2,"마리수",598868
"충청북도","합계",2020,3,"농장수",354
"충청북도","합계",2020,3,"마리수",647098
"충청북도","합계",2020,4,"농장수",332
"충청북도","합계",2020,4,"마리수",614951
"충청북도","합계",2021,1,"농장수",337
"충청북도","합계",2021,1,"마리수",614535
"충청북도","합계",2021,2,"농장수",345
"충청북도","합계",2021,2,"마리수",636162
"충청북도","합계",2021,3,"농장수",349
"충청북도","합계",2021,3,"마리수",655271
"충청북도","1,000 미만",2017,1,"농장수",178
"충청북도","1,000 미만",2017,1,"마리수",67326
"충청북도","1,000 미만",2017,2,"농장수",173
"충청북도","1,000 미만",2017,2,"마리수",62534
"충청북도","1,000 미만",2017,3,"농장수",164
"충청북도","1,000 미만",2017,3,"마리수",59094
"충청북도","1,000 미만",2017,4,"농장수",165
"충청북도","1,000 미만",2017,4,"마리수",62874
"충청북도","1,000 미만",2018,1,"농장수",159
"충청북도","1,000 미만",2018,1,"마리수",50546
"충청북도","1,000 미만",2018,2,"농장수",156
"충청북도","1,000 미만",2018,2,"마리수",58201
"충청북도","1,000 미만",2018,3,"농장수",150
"충청북도","1,000 미만",2018,3,"마리수",54978
"충청북도","1,000 미만",2018,4,"농장수",152
"충청북도","1,000 미만",2018,4,"마리수",51938
"충청북도","1,000 미만",2019,1,"농장수",151
"충청북도","1,000 미만",2019,1,"마리수",42549
"충청북도","1,000 미만",2019,2,"농장수",166
"충청북도","1,000 미만",2019,2,"마리수",55389
"충청북도","1,000 미만",2019,3,"농장수",157
"충청북도","1,000 미만",2019,3,"마리수",50338
"충청북도","1,000 미만",2019,4,"농장수",172
"충청북도","1,000 미만",2019,4,"마리수",52840
"충청북도","1,000 미만",2020,1,"농장수",157
"충청북도","1,000 미만",2020,1,"마리수",52453
"충청북도","1,000 미만",2020,2,"농장수",164
"충청북도","1,000 미만",2020,2,"마리수",58148
"충청북도","1,000 미만",2020,3,"농장수",164
"충청북도","1,000 미만",2020,3,"마리수",55730
"충청북도","1,000 미만",2020,4,"농장수",150
"충청북도","1,000 미만",2020,4,"마리수",42619
"충청북도","1,000 미만",2021,1,"농장수",165
"충청북도","1,000 미만",2021,1,"마리수",57500
"충청북도","1,000 미만",2021,2,"농장수",159
"충청북도","1,000 미만",2021,2,"마리수",51562
"충청북도","1,000 미만",2021,3,"농장수",151
"충청북도","1,000 미만",2021,3,"마리수",43601
"충청북도","1,000~5,000",2017,1,"농장수",145
"충청북도","1,000~5,000",2017,1,"마리수",311351
"충청북도","1,000~5,000",2017,2,"농장수",147
"충청북도","1,000~5,000",2017,2,"마리수",307245
"충청북도","1,000~5,000",2017,3,"농장수",157
"충청북도","1,000~5,000",2017,3,"마리수",329808
"충청북도","1,000~5,000",2017,4,"농장수",157
"충청북도","1,000~5,000",2017,4,"마리수",338853
"충청북도","1,000~5,000",2018,1,"농장수",165
"충청북도","1,000~5,000",2018,1,"마리수",347230
"충청북도","1,000~5,000",2018,2,"농장수",166
"충청북도","1,000~5,000",2018,2,"마리수",352577
"충청북도","1,000~5,000",2018,3,"농장수",164
"충청북도","1,000~5,000",2018,3,"마리수",350182
"충청북도","1,000~5,000",2018,4,"농장수",165
"충청북도","1,000~5,000",2018,4,"마리수",335298
"충청북도","1,000~5,000",2019,1,"농장수",167
"충청북도","1,000~5,000",2019,1,"마리수",334897
"충청북도","1,000~5,000",2019,2,"농장수",153
"충청북도","1,000~5,000",2019,2,"마리수",322297
"충청북도","1,000~5,000",2019,3,"농장수",161
"충청북도","1,000~5,000",2019,3,"마리수",343152
"충청북도","1,000~5,000",2019,4,"농장수",142
"충청북도","1,000~5,000",2019,4,"마리수",296372
"충청북도","1,000~5,000",2020,1,"농장수",150
"충청북도","1,000~5,000",2020,1,"마리수",308573
"충청북도","1,000~5,000",2020,2,"농장수",137
"충청북도","1,000~5,000",2020,2,"마리수",285600
"충청북도","1,000~5,000",2020,3,"농장수",163
"충청북도","1,000~5,000",2020,3,"마리수",338722
"충청북도","1,000~5,000",2020,4,"농장수",154
"충청북도","1,000~5,000",2020,4,"마리수",319227
"충청북도","1,000~5,000",2021,1,"농장수",143
"충청북도","1,000~5,000",2021,1,"마리수",298370
"충청북도","1,000~5,000",2021,2,"농장수",155
"충청북도","1,000~5,000",2021,2,"마리수",311699
"충청북도","1,000~5,000",2021,3,"농장수",168
"충청북도","1,000~5,000",2021,3,"마리수",335385
"충청북도","5,000~10,000",2017,1,"농장수",17
"충청북도","5,000~10,000",2017,1,"마리수",110118
"충청북도","5,000~10,000",2017,2,"농장수",20
"충청북도","5,000~10,000",2017,2,"마리수",126865
"충청북도","5,000~10,000",2017,3,"농장수",19
"충청북도","5,000~10,000",2017,3,"마리수",119662
"충청북도","5,000~10,000",2017,4,"농장수",19
"충청북도","5,000~10,000",2017,4,"마리수",123112
"충청북도","5,000~10,000",2018,1,"농장수",17
"충청북도","5,000~10,000",2018,1,"마리수",106773
"충청북도","5,000~10,000",2018,2,"농장수",16
"충청북도","5,000~10,000",2018,2,"마리수",106225
"충청북도","5,000~10,000",2018,3,"농장수",20
"충청북도","5,000~10,000",2018,3,"마리수",131413
"충청북도","5,000~10,000",2018,4,"농장수",18
"충청북도","5,000~10,000",2018,4,"마리수",119332
"충청북도","5,000~10,000",2019,1,"농장수",20
"충청북도","5,000~10,000",2019,1,"마리수",129775
"충청북도","5,000~10,000",2019,2,"농장수",19
"충청북도","5,000~10,000",2019,2,"마리수",130166
"충청북도","5,000~10,000",2019,3,"농장수",18
"충청북도","5,000~10,000",2019,3,"마리수",121334
"충청북도","5,000~10,000",2019,4,"농장수",20
"충청북도","5,000~10,000",2019,4,"마리수",132413
"충청북도","5,000~10,000",2020,1,"농장수",19
"충청북도","5,000~10,000",2020,1,"마리수",132347
"충청북도","5,000~10,000",2020,2,"농장수",22
"충청북도","5,000~10,000",2020,2,"마리수",146835
"충청북도","5,000~10,000",2020,3,"농장수",19
"충청북도","5,000~10,000",2020,3,"마리수",121950
"충청북도","5,000~10,000",2020,4,"농장수",19
"충청북도","5,000~10,000",2020,4,"마리수",120787
"충청북도","5,000~10,000",2021,1,"농장수",22
"충청북도","5,000~10,000",2021,1,"마리수",142579
"충청북도","5,000~10,000",2021,2,"농장수",23
"충청북도","5,000~10,000",2021,2,"마리수",154050
"충청북도","5,000~10,000",2021,3,"농장수",21
"충청북도","5,000~10,000",2021,3,"마리수",133695
"충청북도","10,000 이상",2017,1,"농장수",8
"충청북도","10,000 이상",2017,1,"마리수",133897
"충청북도","10,000 이상",2017,2,"농장수",8
"충청북도","10,000 이상",2017,2,"마리수",115994
"충청북도","10,000 이상",2017,3,"농장수",8
"충청북도","10,000 이상",2017,3,"마리수",136354
"충청북도","10,000 이상",2017,4,"농장수",7
"충청북도","10,000 이상",2017,4,"마리수",123930
